3,60
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,13
1,14
1,15
1,16
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,45
1,46
1,47
1,48
1,53
1,54
1,55
1,56
1,57
1,58
1,59
1,60
2,1
2,2
2,3
2,4
2,5
2,6
2,7
2,8
2,13
2,14
2,15
2,16
2,25
2,26
2,27
2,28
2,29
2,30
2,31
2,32
2,33
2,34
2,35
2,36
2,45
2,46
2,47
2,48
2,53
2,54
2,55
2,56
2,57
2,58
2,59
2,60
3,1
3,2
3,3
3,4
3,5
3,6
3,7
3,8
3,13
3,14
3,15
3,16
3,25
3,26
3,27
3,28
3,29
3,30
3,31
3,32
3,33
3,34
3,35
3,36
3,45
3,46
3,47
3,48
3,53
3,54
3,55
3,56
3,57
3,58
3,59
3,60
4,1
4,2
4,3
4,4
4,5
4,6
4,7
4,8
4,13
4,14
4,15
4,25
4,26
4,27
4,28
4,29
4,30
4,31
4,32
4,33
4,34
4,35
4,36
4,46
4,47
4,48
4,53
4,54
4,55
4,56
4,57
4,58
4,59
4,60
5,1
5,2
5,3
5,4
5,18
5,19
5,20
5,25
5,26
5,27
5,28
5,29
5,30
5,31
5,32
5,33
5,34
5,35
5,36
5,41
5,42
5,43
5,57
5,58
5,59
5,60
6,1
6,2
6,3
6,4
6,17
6,18
6,19
6,20
6,25
6,26
6,27
6,28
6,29
6,30
6,31
6,32
6,33
6,34
6,35
6,36
6,41
6,42
6,43
6,44
6,57
6,58
6,59
6,60
7,1
7,2
7,3
7,4
7,17
7,18
7,19
7,20
7,25
7,26
7,27
7,28
7,29
7,30
7,31
7,32
7,33
7,34
7,35
7,36
7,41
7,42
7,43
7,44
7,57
7,58
7,59
7,60
8,1
8,2
8,3
8,4
8,17
8,18
8,19
8,20
8,25
8,26
8,27
8,28
8,29
8,30
8,31
8,32
8,33
8,34
8,35
8,36
8,41
8,42
8,43
8,44
8,57
8,58
8,59
8,60
9,9
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
9,19
9,20
9,41
9,42
9,43
9,44
9,45
9,46
9,47
9,48
9,49
9,50
9,51
9,52
10,9
10,10
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,18
10,19
10,20
10,41
10,42
10,43
10,44
10,45
10,46
10,47
10,48
10,49
10,50
10,51
10,52
11,9
11,10
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,41
11,42
11,43
11,44
11,45
11,46
11,47
11,48
11,49
11,50
11,51
11,52
12,9
12,10
12,11
12,12
12,13
12,14
12,15
12,16
12,17
12,18
12,19
12,20
12,41
12,42
12,43
12,44
12,45
12,46
12,47
12,48
12,49
12,50
12,51
12,52
13,1
13,2
13,3
13,4
13,9
13,10
13,11
13,12
13,29
13,30
13,31
13,32
13,49
13,50
13,51
13,52
13,57
13,58
13,59
13,60
14,1
14,2
14,3
14,4
14,9
14,10
14,11
14,12
14,29
14,30
14,31
14,32
14,49
14,50
14,51
14,52
14,57
14,58
14,59
14,60
15,1
15,2
15,3
15,4
15,9
15,10
15,11
15,12
15,29
15,30
15,31
15,32
15,49
15,50
15,51
15,52
15,57
15,58
15,59
15,60
16,1
16,2
16,3
16,9
16,10
16,11
16,12
16,29
16,30
16,31
16,32
16,49
16,50
16,51
16,52
16,58
16,59
16,60
17,6
17,7
17,8
17,9
17,10
17,11
17,12
17,21
17,22
17,23
17,24
17,37
17,38
17,39
17,40
17,49
17,50
17,51
17,52
17,53
17,54
17,55
18,5
18,6
18,7
18,8
18,9
18,10
18,11
18,12
18,21
18,22
18,23
18,24
18,37
18,38
18,39
18,40
18,49
18,50
18,51
18,52
18,53
18,54
18,55
18,56
19,5
19,6
19,7
19,8
19,9
19,10
19,11
19,12
19,21
19,22
19,23
19,24
19,37
19,38
19,39
19,40
19,49
19,50
19,51
19,52
19,53
19,54
19,55
19,56
20,5
20,6
20,7
20,8
20,9
20,10
20,11
20,12
20,21
20,22
20,23
20,24
20,37
20,38
20,39
20,40
20,49
20,50
20,51
20,52
20,53
20,54
20,55
20,56
21,17
21,18
21,19
21,20
21,21
21,22
21,23
21,24
21,25
21,26
21,27
21,28
21,33
21,34
21,35
21,36
21,37
21,38
21,39
21,40
21,41
21,42
21,43
21,44
22,17
22,18
22,19
22,20
22,21
22,22
22,23
22,24
22,25
22,26
22,27
22,28
22,33
22,34
22,35
22,36
22,37
22,38
22,39
22,40
22,41
22,42
22,43
22,44
23,17
23,18
23,19
23,20
23,21
23,22
23,23
23,24
23,25
23,26
23,27
23,28
23,33
23,34
23,35
23,36
23,37
23,38
23,39
23,40
23,41
23,42
23,43
23,44
24,17
24,18
24,19
24,20
24,21
24,22
24,23
24,24
24,25
24,26
24,27
24,28
24,33
24,34
24,35
24,36
24,37
24,38
24,39
24,40
24,41
24,42
24,43
24,44
25,1
25,2
25,3
25,4
25,5
25,6
25,7
25,8
25,21
25,22
25,23
25,24
25,25
25,26
25,27
25,28
25,33
25,34
25,35
25,36
25,37
25,38
25,39
25,40
25,53
25,54
25,55
25,56
25,57
25,58
25,59
25,60
26,1
26,2
26,3
26,4
26,5
26,6
26,7
26,8
26,21
26,22
26,23
26,24
26,25
26,26
26,27
26,28
26,33
26,34
26,35
26,36
26,37
26,38
26,39
26,40
26,53
26,54
26,55
26,56
26,57
26,58
26,59
26,60
27,1
27,2
27,3
27,4
27,5
27,6
27,7
27,8
27,21
27,22
27,23
27,24
27,25
27,26
27,27
27,28
27,33
27,34
27,35
27,36
27,37
27,38
27,39
27,40
27,53
27,54
27,55
27,56
27,57
27,58
27,59
27,60
28,1
28,2
28,3
28,4
28,5
28,6
28,7
28,8
28,21
28,22
28,23
28,24
28,25
28,26
28,27
28,34
28,35
28,36
28,37
28,38
28,39
28,40
28,53
28,54
28,55
28,56
28,57
28,58
28,59
28,60
29,1
29,2
29,3
29,4
29,5
29,6
29,7
29,8
29,13
29,14
29,15
29,16
29,30
29,31
29,45
29,46
29,47
29,48
29,53
29,54
29,55
29,56
29,57
29,58
29,59
29,60
30,1
30,2
30,3
30,4
30,5
30,6
30,7
30,8
30,13
30,14
30,15
30,16
30,29
30,30
30,31
30,32
30,45
30,46
30,47
30,48
30,53
30,54
30,55
30,56
30,57
30,58
30,59
30,60
31,1
31,2
31,3
31,4
31,5
31,6
31,7
31,8
31,13
31,14
31,15
31,16
31,29
31,30
31,31
31,32
31,45
31,46
31,47
31,48
31,53
31,54
31,55
31,56
31,57
31,58
31,59
31,60
32,1
32,2
32,3
32,4
32,5
32,6
32,7
32,8
32,13
32,14
32,15
32,16
32,30
32,31
32,45
32,46
32,47
32,48
32,53
32,54
32,55
32,56
32,57
32,58
32,59
32,60
33,1
33,2
33,3
33,4
33,5
33,6
33,7
33,8
33,21
33,22
33,23
33,24
33,25
33,26
33,27
33,34
33,35
33,36
33,37
33,38
33,39
33,40
33,53
33,54
33,55
33,56
33,57
33,58
33,59
33,60
34,1
34,2
34,3
34,4
34,5
34,6
34,7
34,8
34,21
34,22
34,23
34,24
34,25
34,26
34,27
34,28
34,33
34,34
34,35
34,36
34,37
34,38
34,39
34,40
34,53
34,54
34,55
34,56
34,57
34,58
34,59
34,60
35,1
35,2
35,3
35,4
35,5
35,6
35,7
35,8
35,21
35,22
35,23
35,24
35,25
35,26
35,27
35,28
35,33
35,34
35,35
35,36
35,37
35,38
35,39
35,40
35,53
35,54
35,55
35,56
35,57
35,58
35,59
35,60
36,1
36,2
36,3
36,4
36,5
36,6
36,7
36,8
36,21
36,22
36,23
36,24
36,25
36,26
36,27
36,28
36,33
36,34
36,35
36,36
36,37
36,38
36,39
36,40
36,53
36,54
36,55
36,56
36,57
36,58
36,59
36,60
37,17
37,18
37,19
37,20
37,21
37,22
37,23
37,24
37,25
37,26
37,27
37,28
37,33
37,34
37,35
37,36
37,37
37,38
37,39
37,40
37,41
37,42
37,43
37,44
38,17
38,18
38,19
38,20
38,21
38,22
38,23
38,24
38,25
38,26
38,27
38,28
38,33
38,34
38,35
38,36
38,37
38,38
38,39
38,40
38,41
38,42
38,43
38,44
39,17
39,18
39,19
39,20
39,21
39,22
39,23
39,24
39,25
39,26
39,27
39,28
39,33
39,34
39,35
39,36
39,37
39,38
39,39
39,40
39,41
39,42
39,43
39,44
40,17
40,18
40,19
40,20
40,21
40,22
40,23
40,24
40,25
40,26
40,27
40,28
40,33
40,34
40,35
40,36
40,37
40,38
40,39
40,40
40,41
40,42
40,43
40,44
41,5
41,6
41,7
41,8
41,9
41,10
41,11
41,12
41,21
41,22
41,23
41,24
41,37
41,38
41,39
41,40
41,49
41,50
41,51
41,52
41,53
41,54
41,55
41,56
42,5
42,6
42,7
42,8
42,9
42,10
42,11
42,12
42,21
42,22
42,23
42,24
42,37
42,38
42,39
42,40
42,49
42,50
42,51
42,52
42,53
42,54
42,55
42,56
43,5
43,6
43,7
43,8
43,9
43,10
43,11
43,12
43,21
43,22
43,23
43,24
43,37
43,38
43,39
43,40
43,49
43,50
43,51
43,52
43,53
43,54
43,55
43,56
44,6
44,7
44,8
44,9
44,10
44,11
44,12
44,21
44,22
44,23
44,24
44,37
44,38
44,39
44,40
44,49
44,50
44,51
44,52
44,53
44,54
44,55
45,1
45,2
45,3
45,9
45,10
45,11
45,12
45,29
45,30
45,31
45,32
45,49
45,50
45,51
45,52
45,58
45,59
45,60
46,1
46,2
46,3
46,4
46,9
46,10
46,11
46,12
46,29
46,30
46,31
46,32
46,49
46,50
46,51
46,52
46,57
46,58
46,59
46,60
47,1
47,2
47,3
47,4
47,9
47,10
47,11
47,12
47,29
47,30
47,31
47,32
47,49
47,50
47,51
47,52
47,57
47,58
47,59
47,60
48,1
48,2
48,3
48,4
48,9
48,10
48,11
48,12
48,29
48,30
48,31
48,32
48,49
48,50
48,51
48,52
48,57
48,58
48,59
48,60
49,9
49,10
49,11
49,12
49,13
49,14
49,15
49,16
49,17
49,18
49,19
49,20
49,41
49,42
49,43
49,44
49,45
49,46
49,47
49,48
49,49
49,50
49,51
49,52
50,9
50,10
50,11
50,12
50,13
50,14
50,15
50,16
50,17
50,18
50,19
50,20
50,41
50,42
50,43
50,44
50,45
50,46
50,47
50,48
50,49
50,50
50,51
50,52
51,9
51,10
51,11
51,12
51,13
51,14
51,15
51,16
51,17
51,18
51,19
51,20
51,41
51,42
51,43
51,44
51,45
51,46
51,47
51,48
51,49
51,50
51,51
51,52
52,9
52,10
52,11
52,12
52,13
52,14
52,15
52,16
52,17
52,18
52,19
52,20
52,41
52,42
52,43
52,44
52,45
52,46
52,47
52,48
52,49
52,50
52,51
52,52
53,1
53,2
53,3
53,4
53,17
53,18
53,19
53,20
53,25
53,26
53,27
53,28
53,29
53,30
53,31
53,32
53,33
53,34
53,35
53,36
53,41
53,42
53,43
53,44
53,57
53,58
53,59
53,60
54,1
54,2
54,3
54,4
54,17
54,18
54,19
54,20
54,25
54,26
54,27
54,28
54,29
54,30
54,31
54,32
54,33
54,34
54,35
54,36
54,41
54,42
54,43
54,44
54,57
54,58
54,59
54,60
55,1
55,2
55,3
55,4
55,17
55,18
55,19
55,20
55,25
55,26
55,27
55,28
55,29
55,30
55,31
55,32
55,33
55,34
55,35
55,36
55,41
55,42
55,43
55,44
55,57
55,58
55,59
55,60
56,1
56,2
56,3
56,4
56,18
56,19
56,20
56,25
56,26
56,27
56,28
56,29
56,30
56,31
56,32
56,33
56,34
56,35
56,36
56,41
56,42
56,43
56,57
56,58
56,59
56,60
57,1
57,2
57,3
57,4
57,5
57,6
57,7
57,8
57,13
57,14
57,15
57,25
57,26
57,27
57,28
57,29
57,30
57,31
57,32
57,33
57,34
57,35
57,36
57,46
57,47
57,48
57,53
57,54
57,55
57,56
57,57
57,58
57,59
57,60
58,1
58,2
58,3
58,4
58,5
58,6
58,7
58,8
58,13
58,14
58,15
58,16
58,25
58,26
58,27
58,28
58,29
58,30
58,31
58,32
58,33
58,34
58,35
58,36
58,45
58,46
58,47
58,48
58,53
58,54
58,55
58,56
58,57
58,58
58,59
58,60
59,1
59,2
59,3
59,4
59,5
59,6
59,7
59,8
59,13
59,14
59,15
59,16
59,25
59,26
59,27
59,28
59,29
59,30
59,31
59,32
59,33
59,34
59,35
59,36
59,45
59,46
59,47
59,48
59,53
59,54
59,55
59,56
59,57
59,58
59,59
59,60
60,1
60,2
60,3
60,4
60,5
60,6
60,7
60,8
60,13
60,14
60,15
60,16
60,25
60,26
60,27
60,28
60,29
60,30
60,31
60,32
60,33
60,34
60,35
60,36
60,45
60,46
60,47
60,48
60,53
60,54
60,55
60,56
60,57
60,58
60,59
60,60
